,Longitude,Latitude,xm,ym,zm_depth,zm,xkm,ykm,zkm,dem_m,date,mean_tds_t,var_tds_t,sigma_tds_t,mean_tds,sigma_tds,mean_temp_t,var_temp_t,sigma_temp_t,mean_temp,sigma_temp,mean_res_t,var_res_t,sigma_res_t,mean_res,sigma_res,mean_por_t,var_por_t,sigma_por_t,mean_por,sigma_por,mean_bicarb,var_bicarb,sigma_bicarb
13954,-120.8436785099,35.9121320604,-76.0529524217,-233.5403390671,558.0626525878906,-420.0,-76.0529524217,-233.5403390671,-0.42,138.06,2017.667,8.02518,0.21522,0.464,3057.0,1668.0,0.48931,0.06343,0.252,52.6,15.8,1.83441,0.10748,0.328,6.3,2.2,-1.0552,0.0124,0.1114,0.3481,0.0391,0.2716,0.0535,0.2313
202034,-120.8783791084,36.0034996364,-79.0868823967,-223.3609302115,584.7917022705078,-440.0,-79.0868823967,-223.3609302115,-0.44,144.79,2017.667,9.04023,0.17289,0.416,8436.0,3996.0,0.46043,0.06355,0.252,50.5,15.3,1.22198,0.08931,0.299,3.4,1.1,-1.144,0.0121,0.11,0.3185,0.0354,0.1131,0.0376,0.1939
247395,-120.8801141383,36.0113761515,-79.2349713761,-222.4843708571,591.0240478515625,-430.0,-79.2349713761,-222.4843708571,-0.43,161.02,2017.667,9.05632,0.18172,0.426,8573.0,4191.0,0.45321,0.06558,0.256,49.9,15.5,1.21598,0.09294,0.305,3.4,1.1,-1.1405,0.0124,0.1114,0.3197,0.0359,0.1336,0.0452,0.2126
257738,-120.9009344974,36.0224032728,-81.0976895805,-221.2416059737,11.69427490234375,130.0,-81.0976895805,-221.2416059737,0.13,141.69,2017.667,6.91678,0.15506,0.394,1009.0,447.0,-0.03537,0.06701,0.259,22.3,8.2,2.82074,0.08502,0.292,16.8,5.2,-1.0864,0.0148,0.1217,0.3374,0.0415,0.5174,0.0392,0.198
12976,-120.84194348,35.9058308483,-75.9027701303,-234.2417812368,626.5969543457031,-480.0,-75.9027701303,-234.2417812368,-0.48,146.6,2017.667,8.167,0.22618,0.476,3523.0,1987.0,0.5125,0.06442,0.254,54.3,16.4,1.74246,0.11261,0.336,5.7,2.1,-1.0639,0.0128,0.1131,0.3451,0.0394,0.2826,0.0487,0.2207
75806,-120.8974644376,35.9782947878,-80.8317319603,-226.1451600473,63.36419677734375,70.0,-80.8317319603,-226.1451600473,0.07,133.36,2017.667,5.8108,0.16992,0.412,334.0,156.0,-0.0003,0.06383,0.253,23.9,8.3,3.53369,0.08941,0.299,34.3,11.0,-1.0944,0.0129,0.1136,0.3347,0.0384,0.5536,0.0338,0.1838
233778,-120.909609647,36.0113761515,-81.8903147477,-222.4593073298,646.4277191162109,-520.0,-81.8903147477,-222.4593073298,-0.52,126.43,2017.667,8.97433,0.1804,0.425,7898.0,3843.0,0.47062,0.0666,0.258,51.2,16.0,1.27248,0.09215,0.304,3.6,1.2,-1.1375,0.0126,0.1122,0.3206,0.0363,0.1954,0.0512,0.2263
443330,-120.8141830012,35.9641170605,-73.344562393,-227.7880465528,751.7644348144531,-470.0,-73.344562393,-227.7880465528,-0.47,281.76,2017.667,8.63483,0.1681,0.41,5624.0,2617.0,0.50086,0.06424,0.253,53.4,16.2,1.43458,0.08675,0.295,4.2,1.3,-1.1108,0.0121,0.11,0.3293,0.0366,0.0641,0.0448,0.2117
161792,-120.8697039588,35.9735688787,-78.3363229081,-226.6935196367,445.2558441162109,-290.0,-78.3363229081,-226.6935196367,-0.29,155.26,2017.667,7.76769,0.15721,0.396,2363.0,1055.0,0.32747,0.05952,0.244,41.5,12.3,2.1378,0.08117,0.285,8.5,2.6,-1.1274,0.0119,0.1091,0.3239,0.0356,0.3936,0.0518,0.2276
80689,-120.9148147368,35.9767194848,-82.3960583256,-226.3052431517,735.5233917236328,-510.0,-82.3960583256,-226.3052431517,-0.51,225.52,2017.667,8.38744,0.21182,0.46,4392.0,2371.0,0.43971,0.06518,0.255,49.0,15.1,1.68398,0.10614,0.326,5.4,1.9,-1.1142,0.0123,0.1109,0.3282,0.0367,0.3834,0.049,0.2214
134037,-120.8939943777,35.9656923636,-80.5324071654,-227.5482600714,185.0539093017578,-10.0,-80.5324071654,-227.5482600714,-0.01,175.05,2017.667,6.58206,0.13403,0.366,722.0,292.0,0.09277,0.06239,0.25,28.3,9.3,2.97617,0.0707,0.266,19.6,5.5,-1.1165,0.0116,0.1077,0.3274,0.0356,0.3524,0.0458,0.214
238759,-120.9234898864,36.0098008485,-83.1415902383,-222.6222485492,283.43333435058594,-120.0,-83.1415902383,-222.6222485492,-0.12,163.43,2017.667,7.52549,0.246,0.496,1855.0,1108.0,0.15113,0.06215,0.249,31.3,10.0,2.35747,0.11954,0.346,10.6,4.0,-1.1286,0.0142,0.1192,0.3235,0.039,0.3703,0.0713,0.267
432519,-120.7985677319,35.9562405454,-71.9452868489,-228.6751048264,358.8463134765625,-40.0,-71.9452868489,-228.6751048264,-0.04,318.85,2017.667,7.34246,0.23361,0.483,1545.0,890.0,0.18632,0.0652,0.255,33.2,10.9,2.51787,0.11448,0.338,12.4,4.6,-1.2136,0.0128,0.1131,0.2971,0.0339,0.347,0.0669,0.2587
193318,-120.8575587493,36.0003490303,-77.215491536,-223.7281361322,372.1290893554688,-120.0,-77.215491536,-223.7281361322,-0.12,252.13,2017.667,7.74341,0.22781,0.477,2306.0,1307.0,0.26702,0.062,0.249,37.8,11.7,2.17948,0.11126,0.334,8.8,3.2,-1.1376,0.0134,0.1158,0.3206,0.0375,0.3715,0.067,0.2588
137631,-120.8731740186,35.9609664545,-78.6617662349,-228.0907931161,657.8836975097656,-520.0,-78.6617662349,-228.0907931161,-0.52,137.88,2017.667,8.69893,0.11505,0.339,5996.0,2218.0,0.67509,0.02482,0.158,67.7,10.6,1.43147,0.06033,0.246,4.2,1.1,-1.1691,0.0114,0.1068,0.3106,0.0335,0.3799,0.0197,0.1404
165959,-120.8766440785,35.9814453939,-78.9533266209,-225.8126661789,74.74278259277344,70.0,-78.9533266209,-225.8126661789,0.07,144.74,2017.667,6.28408,0.12976,0.36,536.0,213.0,0.00378,0.06178,0.249,24.1,8.1,3.20987,0.07022,0.265,24.8,6.9,-1.1033,0.0119,0.1091,0.3318,0.0365,0.4378,0.0325,0.1803
353393,-120.7985677319,35.9137073634,-71.9850899422,-233.40054431,256.91748046875,70.0,-71.9850899422,-233.40054431,0.07,326.92,2017.667,6.68003,0.16563,0.407,796.0,367.0,0.09459,0.06486,0.255,28.4,9.6,2.93049,0.08466,0.291,18.7,5.8,-1.1296,0.0125,0.1118,0.3232,0.0365,0.3971,0.0671,0.259
404994,-120.7968327019,35.9546652423,-71.7904476503,-228.8514383823,209.93878173828125,110.0,-71.7904476503,-228.8514383823,0.11,319.94,2017.667,7.0014,0.16937,0.412,1098.0,513.0,0.05694,0.06586,0.257,26.6,9.2,2.74234,0.08684,0.295,15.5,4.9,-1.1359,0.0127,0.1127,0.3211,0.0365,0.3986,0.0636,0.2522
92306,-120.911344677,35.9893219091,-82.0700652737,-224.9080996772,339.7680053710937,-170.0,-82.0700652737,-224.9080996772,-0.17,169.77,2017.667,7.44882,0.22366,0.473,1718.0,962.0,0.18447,0.06475,0.254,33.1,10.8,2.403,0.11,0.332,11.1,4.0,-1.1416,0.0134,0.1158,0.3193,0.0373,0.3681,0.0702,0.265
339891,-120.7898925822,35.8869272119,-71.2278947726,-236.3823144309,736.5425567626953,-490.0,-71.2278947726,-236.3823144309,-0.49,246.54,2017.667,8.13931,0.33336,0.577,3427.0,2546.0,0.47441,0.06787,0.261,51.5,16.3,1.80305,0.15922,0.399,6.1,2.7,-1.0922,0.0145,0.1204,0.3355,0.0408,0.3232,0.0685,0.2617
223183,-120.8922593478,36.0224032728,-80.3168184723,-221.2489908315,507.7240295410156,-360.0,-80.3168184723,-221.2489908315,-0.36,147.72,2017.667,9.01904,0.20714,0.455,8259.0,4394.0,0.42427,0.0671,0.259,47.9,15.2,1.25611,0.10354,0.322,3.5,1.2,-1.1288,0.0129,0.1136,0.3234,0.0371,0.1998,0.0591,0.2431
27392,-120.8697039588,35.9294603938,-78.3812774882,-231.5939895328,660.9424438476562,-500.0,-78.3812774882,-231.5939895328,-0.5,160.94,2017.667,8.48422,0.17683,0.421,4838.0,2324.0,0.5026,0.06114,0.247,53.6,15.7,1.53903,0.09142,0.302,4.7,1.5,-1.0652,0.0115,0.1072,0.3447,0.0373,0.265,0.0335,0.183
1208,-120.887054258,35.9326109998,-79.9416371693,-231.229473541,266.53106689453125,100.0,-79.9416371693,-231.229473541,0.1,366.53,2017.667,6.12854,0.2288,0.478,459.0,261.0,0.03736,0.06375,0.252,25.6,8.7,3.31949,0.11454,0.338,27.6,10.2,-1.1017,0.0131,0.1145,0.3323,0.0384,0.5531,0.045,0.2121
258409,-120.909609647,36.0271291819,-81.8735222429,-220.7090798131,583.4660034179688,-450.0,-81.8735222429,-220.7090798131,-0.45,133.47,2017.667,8.91337,0.19304,0.439,7431.0,3776.0,0.4686,0.06826,0.261,51.0,16.2,1.30725,0.09736,0.312,3.7,1.2,-1.1303,0.0133,0.1153,0.3229,0.0376,0.1944,0.0597,0.2443
207280,-120.8783791084,36.0145267576,-79.0755312836,-222.1357740837,829.6805877685547,-630.0,-79.0755312836,-222.1357740837,-0.63,199.68,2017.667,9.43401,0.36428,0.604,12507.0,9947.0,0.6134,0.06977,0.264,62.4,19.6,0.90415,0.17202,0.415,2.5,1.2,-1.1462,0.0149,0.1221,0.3178,0.0392,0.0783,0.0865,0.2941
299033,-120.7916276122,35.9168579695,-71.3565803613,-233.0557620369,359.1968994140625,-20.0,-71.3565803613,-233.0557620369,-0.02,339.2,2017.667,6.84669,0.19088,0.437,941.0,475.0,0.16505,0.0656,0.256,32.0,10.7,2.84305,0.0958,0.31,17.2,5.7,-1.196,0.0128,0.1131,0.3024,0.0345,0.3961,0.0684,0.2615
330705,-120.8037728216,35.9341863029,-72.4349905927,-231.1213832764,354.4201965332031,-10.0,-72.4349905927,-231.1213832764,-0.01,344.42,2017.667,6.78116,0.18761,0.433,881.0,440.0,0.16797,0.06397,0.253,32.2,10.5,2.89468,0.09447,0.307,18.1,6.0,-1.2178,0.0122,0.1105,0.2959,0.033,0.3713,0.0647,0.2544
269634,-120.8159180311,35.8900778179,-73.5716482213,-236.0124173526,239.6962280273437,20.0,-73.5716482213,-236.0124173526,0.02,259.7,2017.667,6.7758,0.17825,0.422,876.0,423.0,0.14001,0.06657,0.258,30.7,10.4,2.88081,0.09016,0.3,17.8,5.7,-1.1717,0.0127,0.1127,0.3098,0.0353,0.3948,0.0686,0.2619
53069,-120.8783791084,35.9546652423,-79.1371507694,-228.7865306986,635.6990966796875,-500.0,-79.1371507694,-228.7865306986,-0.5,135.7,2017.667,8.71162,0.12312,0.351,6073.0,2338.0,0.5594,0.04483,0.212,57.9,13.6,1.45868,0.06619,0.257,4.3,1.2,-1.1411,0.0111,0.1054,0.3195,0.0339,0.4351,0.0232,0.1523
38503,-120.84020845,35.9326109998,-75.7199903241,-231.2679304969,613.7713012695312,-360.0,-75.7199903241,-231.2679304969,-0.36,253.77,2017.667,8.49579,0.12935,0.36,4894.0,1940.0,0.41913,0.05067,0.225,47.5,12.4,1.52736,0.06845,0.262,4.6,1.3,-1.0393,0.0112,0.1058,0.3537,0.0377,0.1768,0.0449,0.2119
41493,-120.8454135398,35.937336909,-76.1843811304,-230.7387139187,691.1671752929688,-430.0,-76.1843811304,-230.7387139187,-0.43,261.17,2017.667,8.8794,0.10306,0.321,7182.0,2492.0,0.49608,0.03717,0.193,53.1,11.0,1.26755,0.05586,0.236,3.6,0.9,-1.0917,0.011,0.1049,0.3356,0.0355,0.0761,0.0189,0.1375
100317,-120.9182847967,35.9908972121,-82.6933348238,-224.7270493954,444.2402191162109,-250.0,-82.6933348238,-224.7270493954,-0.25,194.24,2017.667,7.21767,0.18712,0.433,1363.0,679.0,0.26829,0.0654,0.256,37.9,12.2,2.5415,0.09376,0.306,12.7,4.2,-1.1616,0.0134,0.1158,0.313,0.0366,0.4035,0.0655,0.2559
390725,-120.7673371932,35.937336909,-69.1486981436,-230.7985559847,465.89251708984375,-20.0,-69.1486981436,-230.7985559847,-0.02,445.89,2017.667,7.63461,0.23858,0.488,2069.0,1210.0,0.21816,0.06808,0.261,35.0,11.8,2.29356,0.11628,0.341,9.9,3.7,-1.1762,0.014,0.1183,0.3084,0.0369,0.3616,0.0711,0.2666
463499,-120.8141830012,35.9908972121,-73.3190105292,-224.8127018522,814.4710388183594,-470.0,-73.3190105292,-224.8127018522,-0.47,344.47,2017.667,8.912,0.32327,0.569,7420.0,5388.0,0.57387,0.06844,0.262,59.1,18.4,1.28358,0.15491,0.394,3.6,1.6,-1.172,0.0137,0.117,0.3097,0.0366,0.1244,0.0645,0.254
371008,-120.7829524625,35.9294603938,-70.5630654532,-231.6621329035,754.8152770996094,-360.0,-70.5630654532,-231.6621329035,-0.36,394.82,2017.667,8.66398,0.27283,0.522,5791.0,3717.0,0.46789,0.06633,0.258,51.0,15.9,1.43825,0.13232,0.364,4.2,1.7,-1.0756,0.0136,0.1166,0.3411,0.0402,0.2377,0.0644,0.2538
36825,-120.8610288091,35.940487515,-77.5883326906,-230.3760188903,344.2287139892578,-130.0,-77.5883326906,-230.3760188903,-0.13,214.23,2017.667,7.74074,0.11758,0.343,2300.0,862.0,0.19337,0.01831,0.135,33.6,3.8,2.23408,0.05803,0.241,9.3,2.3,-1.1923,0.0109,0.1044,0.3035,0.0319,0.3015,0.0648,0.2546
452723,-120.8159180311,35.9719935757,-73.4933251083,-226.9116063139,732.9079437255859,-500.0,-73.4933251083,-226.9116063139,-0.5,232.91,2017.667,8.68827,0.21434,0.463,5933.0,3229.0,0.54061,0.0654,0.256,56.5,17.2,1.41598,0.10786,0.328,4.1,1.5,-1.1527,0.0128,0.1131,0.3158,0.0361,0.0703,0.0417,0.2042
260265,-120.9026695273,36.0287044849,-81.2471979434,-220.5400264993,657.6776428222656,-520.0,-81.2471979434,-220.5400264993,-0.52,137.68,2017.667,8.74222,0.22353,0.473,6262.0,3505.0,0.54105,0.06958,0.264,56.5,17.9,1.40692,0.11094,0.333,4.1,1.5,-1.1656,0.0138,0.1175,0.3117,0.037,0.1541,0.0612,0.2474
172827,-120.8558237194,35.9908972121,-77.0687514876,-224.779676055,354.0814514160156,-100.0,-77.0687514876,-224.779676055,-0.1,254.08,2017.667,7.93511,0.23943,0.489,2794.0,1638.0,0.24438,0.06313,0.251,36.5,11.5,2.05683,0.11703,0.342,7.8,2.9,-1.1327,0.0133,0.1153,0.3222,0.0375,0.3512,0.0681,0.261
397508,-120.7760123428,35.9546652423,-69.9146849351,-228.8669979094,656.7056579589844,-230.0,-69.9146849351,-228.8669979094,-0.23,426.71,2017.667,8.10707,0.30222,0.55,3318.0,2292.0,0.36158,0.06777,0.26,43.7,14.1,1.87019,0.14513,0.381,6.5,2.8,-1.0974,0.014,0.1183,0.3337,0.0399,0.3214,0.0717,0.2678
191365,-120.84020845,36.0034996364,-75.6501914363,-223.3920793924,495.0379333496094,-210.0,-75.6501914363,-223.3920793924,-0.21,285.04,2017.667,7.71191,0.14231,0.377,2235.0,938.0,0.36379,0.06475,0.254,43.8,13.7,2.13348,0.07439,0.273,8.4,2.4,-1.1122,0.012,0.1095,0.3288,0.0363,0.3152,0.0571,0.239
352670,-120.8003027618,35.9089814543,-72.1459187109,-233.9242671002,150.12127685546875,130.0,-72.1459187109,-233.9242671002,0.13,280.12,2017.667,6.30118,0.16303,0.404,545.0,249.0,0.04705,0.06562,0.256,26.1,9.1,3.18016,0.08417,0.29,24.1,7.4,-1.1086,0.0132,0.1149,0.33,0.0383,0.4075,0.0682,0.2612
379977,-120.795097672,35.9483640302,-71.6400054092,-229.5528227236,864.7077026367188,-580.0,-71.6400054092,-229.5528227236,-0.58,284.71,2017.667,8.80151,0.30416,0.552,6644.0,4612.0,0.63298,0.06757,0.26,64.0,19.6,1.32887,0.14624,0.382,3.8,1.6,-1.162,0.0137,0.117,0.3129,0.037,0.1426,0.0647,0.2544
451448,-120.8245931807,35.9719935757,-74.2747143845,-226.9048457942,569.98486328125,-290.0,-74.2747143845,-226.9048457942,-0.29,279.98,2017.667,8.18764,0.21146,0.46,3596.0,1940.0,0.34443,0.06359,0.252,42.6,13.2,1.82975,0.10485,0.324,6.2,2.2,-1.1006,0.0125,0.1118,0.3327,0.0375,0.335,0.0643,0.2536
366661,-120.7794824027,35.9215838786,-70.257530446,-232.5397879342,426.994873046875,-90.0,-70.257530446,-232.5397879342,-0.09,336.99,2017.667,7.44243,0.24868,0.499,1707.0,1027.0,0.23504,0.06666,0.258,35.9,11.8,2.42033,0.12093,0.348,11.2,4.3,-1.1868,0.0137,0.117,0.3052,0.0361,0.37,0.071,0.2665
404862,-120.7864225224,35.9562405454,-70.8511149341,-228.6842511143,774.2005615234375,-400.0,-70.8511149341,-228.6842511143,-0.4,374.2,2017.667,8.60722,0.23587,0.486,5471.0,3175.0,0.48216,0.06708,0.259,52.0,16.3,1.46772,0.11622,0.341,4.3,1.6,-1.0929,0.0132,0.1149,0.3352,0.0389,0.1681,0.0602,0.2454
481470,-120.8454135398,36.0192526667,-76.1032245163,-221.6376823888,907.6337890625,-580.0,-76.1032245163,-221.6376823888,-0.58,327.63,2017.667,9.64544,0.49726,0.705,15451.0,15902.0,0.65386,0.07416,0.272,65.8,21.4,0.73001,0.2282,0.478,2.1,1.2,-1.1173,0.0185,0.136,0.3272,0.0451,0.0691,0.1403,0.3746
276625,-120.8297982705,35.893228424,-74.8201395461,-235.6515318931,789.6195220947266,-540.0,-74.8201395461,-235.6515318931,-0.54,249.62,2017.667,8.2165,0.21796,0.467,3702.0,2037.0,0.5416,0.06612,0.257,56.5,17.3,1.71885,0.10879,0.33,5.6,2.0,-1.0794,0.0136,0.1166,0.3398,0.04,0.3248,0.0491,0.2216
423710,-120.8297982705,35.9499393332,-74.7649937321,-229.3510125956,142.27682495117188,160.0,-74.7649937321,-229.3510125956,0.16,302.28,2017.667,6.3512,0.15794,0.397,573.0,257.0,0.01598,0.06037,0.246,24.6,8.1,3.17344,0.08199,0.286,23.9,7.3,-1.1038,0.0123,0.1109,0.3316,0.0371,0.4927,0.0543,0.233
394556,-120.7812174326,35.9467887272,-70.3908367989,-229.7382372926,903.0352172851562,-590.0,-70.3908367989,-229.7382372926,-0.59,313.04,2017.667,9.00415,0.34773,0.59,8137.0,6244.0,0.6562,0.06982,0.264,66.0,20.6,1.18045,0.16484,0.406,3.3,1.5,-1.1507,0.0143,0.1196,0.3164,0.0382,0.1386,0.0791,0.2812
419099,-120.8245931807,35.9420628181,-74.3036371485,-230.2301892906,854.3003540039062,-590.0,-74.3036371485,-230.2301892906,-0.59,264.3,2017.667,8.90418,0.29696,0.545,7363.0,5022.0,0.66063,0.06429,0.254,66.4,19.6,1.23911,0.14182,0.377,3.5,1.4,-1.1433,0.0123,0.1109,0.3188,0.0357,0.1443,0.0717,0.2678
370481,-120.7864225224,35.9263097877,-70.8786986379,-232.0095760269,300.1188049316406,40.0,-70.8786986379,-232.0095760269,0.04,340.12,2017.667,6.81397,0.18497,0.43,910.0,450.0,0.12508,0.06614,0.257,29.9,10.2,2.86162,0.09308,0.305,17.5,5.7,-1.1706,0.0128,0.1131,0.3102,0.0354,0.3969,0.0677,0.2602
150810,-120.8558237194,35.9751441818,-77.0845507475,-226.5298774925,138.30242919921875,50.0,-77.0845507475,-226.5298774925,0.05,188.3,2017.667,6.72433,0.12639,0.356,832.0,325.0,0.04549,0.06217,0.249,26.0,8.7,2.90094,0.06886,0.262,18.2,5.0,-1.1118,0.0115,0.1072,0.329,0.0356,0.3624,0.0331,0.1819
451171,-120.8211231209,35.9719935757,-73.9621587483,-226.9075585819,888.7801513671875,-630.0,-73.9621587483,-226.9075585819,-0.63,258.78,2017.667,8.80763,0.29427,0.542,6685.0,4530.0,0.61534,0.06633,0.258,62.5,19.0,1.33265,0.14225,0.377,3.8,1.6,-1.1722,0.0128,0.1131,0.3097,0.0354,0.1119,0.0569,0.2385
344196,-120.7864225224,35.8963790301,-70.9062818641,-235.3348433693,651.8408813476562,-370.0,-70.9062818641,-235.3348433693,-0.37,281.84,2017.667,7.83958,0.34146,0.584,2539.0,1921.0,0.39752,0.06684,0.259,46.1,14.6,2.03563,0.16262,0.403,7.7,3.5,-1.1017,0.0145,0.1204,0.3323,0.0405,0.3393,0.0721,0.2685
303982,-120.7916276122,35.9263097877,-71.3478121658,-232.005671833,292.3769226074219,60.0,-71.3478121658,-232.005671833,0.06,352.38,2017.667,6.75353,0.18159,0.426,857.0,419.0,0.10533,0.06566,0.256,28.9,9.8,2.89418,0.09176,0.303,18.1,5.9,-1.1509,0.0127,0.1127,0.3164,0.036,0.3974,0.0667,0.2583
234966,-120.9009344974,36.0145267576,-81.1060057548,-222.1167201181,115.75595092773438,20.0,-81.1060057548,-222.1167201181,0.02,135.76,2017.667,7.20641,0.16493,0.406,1348.0,620.0,0.03832,0.06502,0.255,25.7,8.9,2.5925,0.08527,0.292,13.4,4.2,-1.091,0.0135,0.1162,0.3359,0.0394,0.4342,0.0513,0.2265
262554,-120.8350033603,35.8869272119,-75.2956186486,-236.3474558065,465.0821533203125,-310.0,-75.2956186486,-236.3474558065,-0.31,155.08,2017.667,7.52337,0.3143,0.561,1851.0,1316.0,0.39746,0.0658,0.257,46.1,14.5,2.25339,0.15038,0.388,9.5,4.1,-1.1154,0.0141,0.1187,0.3278,0.0393,0.3594,0.0722,0.2687
7280,-120.8384734201,35.8995296361,-75.5961372571,-234.9446030619,79.54681396484375,70.0,-75.5961372571,-234.9446030619,0.07,149.55,2017.667,6.8056,0.18652,0.432,903.0,449.0,0.13999,0.06456,0.254,30.7,10.2,2.84753,0.09335,0.306,17.2,5.7,-1.1482,0.0124,0.1114,0.3172,0.0357,0.4076,0.0656,0.2561
182830,-120.8662338989,35.9971984242,-77.9997878187,-224.0710780683,702.530517578125,-510.0,-77.9997878187,-224.0710780683,-0.51,192.53,2017.667,8.88626,0.20916,0.457,7232.0,3873.0,0.54525,0.05893,0.243,56.8,16.1,1.31693,0.10466,0.324,3.7,1.3,-1.1918,0.0125,0.1118,0.3037,0.0343,0.0838,0.0407,0.2017
269539,-120.817653061,35.8885025149,-73.729602054,-236.1860808572,408.47998046875,-120.0,-73.729602054,-236.1860808572,-0.12,288.48,2017.667,7.27106,0.22954,0.479,1438.0,819.0,0.24804,0.06642,0.258,36.7,12.0,2.53575,0.11258,0.336,12.6,4.6,-1.1979,0.0135,0.1162,0.3018,0.0354,0.3799,0.0708,0.2661
105828,-120.887054258,35.9908972121,-79.8810474896,-224.7538259187,354.8999938964844,-220.0,-79.8810474896,-224.7538259187,-0.22,134.9,2017.667,7.65505,0.19854,0.446,2111.0,1093.0,0.25368,0.06183,0.249,37.0,11.5,2.24821,0.09823,0.313,9.5,3.2,-1.1437,0.0133,0.1153,0.3186,0.0371,0.383,0.0652,0.2553
32943,-120.8506186296,35.9310356968,-76.6597059728,-231.434579902,277.59217834472656,-70.0,-76.6597059728,-231.434579902,-0.07,207.59,2017.667,7.27493,0.11923,0.345,1444.0,545.0,0.18862,0.05563,0.236,33.3,9.7,2.59435,0.06381,0.253,13.4,3.5,-1.2769,0.0109,0.1044,0.2789,0.0294,0.2918,0.0588,0.2425
285267,-120.8159180311,35.9074061513,-73.5550801805,-234.0872818038,239.5924072265625,20.0,-73.5550801805,-234.0872818038,0.02,259.59,2017.667,6.78068,0.1653,0.407,881.0,406.0,0.1434,0.06397,0.253,30.9,10.2,2.88076,0.08449,0.291,17.8,5.5,-1.1794,0.0121,0.11,0.3075,0.0341,0.3894,0.0661,0.2571
270853,-120.8141830012,35.891653121,-73.4137007682,-235.8387507675,216.7631225585937,60.0,-73.4137007682,-235.8387507675,0.06,276.76,2017.667,6.69121,0.17925,0.423,805.0,390.0,0.10807,0.0666,0.258,29.1,10.0,2.92879,0.091,0.302,18.7,6.0,-1.146,0.0129,0.1136,0.3179,0.0365,0.3922,0.0683,0.2613
143362,-120.8697039588,35.9704182727,-78.339533987,-227.0435572826,59.02494812011719,90.0,-78.339533987,-227.0435572826,0.09,149.02,2017.667,6.41342,0.11334,0.337,610.0,224.0,0.03861,0.0572,0.239,25.7,8.0,3.11207,0.06429,0.254,22.5,6.0,-1.1025,0.012,0.1095,0.332,0.0367,0.4346,0.0194,0.1393
296299,-120.795097672,35.9105567574,-71.6752320874,-233.7532013299,929.6923217773438,-630.0,-71.6752320874,-233.7532013299,-0.63,299.69,2017.667,9.05554,0.1925,0.439,8566.0,4345.0,0.60535,0.06709,0.259,61.7,18.9,1.17045,0.09828,0.313,3.2,1.1,-1.147,0.0136,0.1166,0.3176,0.0374,0.1701,0.0424,0.2059
295158,-120.8315333004,35.9200085756,-74.9504820939,-232.6749423013,175.75332641601562,110.0,-74.9504820939,-232.6749423013,0.11,285.75,2017.667,6.55462,0.1511,0.389,702.0,306.0,0.07486,0.05989,0.245,27.4,8.8,3.02039,0.07825,0.28,20.5,6.1,-1.1202,0.0121,0.11,0.3262,0.0362,0.4377,0.0599,0.2447
58180,-120.8905243179,35.9452134241,-80.2411994405,-229.826420577,680.2721862792969,-420.0,-80.2411994405,-229.826420577,-0.42,260.27,2017.667,7.54691,0.19262,0.439,1895.0,962.0,0.43467,0.06231,0.25,48.6,14.6,2.19408,0.09776,0.313,9.0,3.0,-1.0696,0.0115,0.1072,0.3431,0.0371,0.3722,0.0477,0.2184
107311,-120.8922593478,35.9956231212,-80.3448210648,-224.22436591,102.8000030517578,30.0,-80.3448210648,-224.22436591,0.03,132.8,2017.667,6.51216,0.14254,0.378,673.0,283.0,-0.004,0.06313,0.251,23.7,8.2,3.06456,0.07554,0.275,21.4,6.2,-1.0965,0.0126,0.1122,0.334,0.0379,0.4551,0.0434,0.2083
154108,-120.84194348,35.9767194848,-75.8328281798,-226.3660517018,426.4520721435547,-180.0,-75.8328281798,-226.3660517018,-0.18,246.45,2017.667,8.15707,0.23029,0.48,3488.0,1992.0,0.24721,0.06264,0.25,36.6,11.5,1.9029,0.11312,0.336,6.7,2.5,-1.1294,0.0125,0.1118,0.3232,0.0365,0.3147,0.0686,0.2619
19779,-120.8627638391,35.9200085756,-77.7653789622,-232.6497895081,666.3442077636719,-490.0,-77.7653789622,-232.6497895081,-0.49,176.34,2017.667,8.19453,0.20745,0.455,3621.0,1929.0,0.50734,0.06267,0.25,53.9,16.0,1.71829,0.10472,0.324,5.6,2.0,-1.0573,0.0121,0.11,0.3474,0.0386,0.2646,0.0418,0.2045
286800,-120.8124479713,35.9105567574,-73.2392620846,-233.739941395,319.12109375,-40.0,-73.2392620846,-233.739941395,-0.04,279.12,2017.667,6.83475,0.18196,0.427,930.0,455.0,0.19279,0.06204,0.249,33.5,10.6,2.84678,0.09132,0.302,17.2,5.6,-1.2082,0.0123,0.1109,0.2987,0.0334,0.3859,0.0672,0.2592
198506,-120.8627638391,36.0129514546,-77.6714083245,-222.3237053421,363.7369079589844,-80.0,-77.6714083245,-222.3237053421,-0.08,283.74,2017.667,7.7569,0.27355,0.523,2338.0,1503.0,0.21484,0.06486,0.255,34.8,11.3,2.18577,0.13207,0.363,8.9,3.6,-1.135,0.0139,0.1179,0.3214,0.0383,0.3563,0.071,0.2665
82253,-120.8818491682,35.9704182727,-79.4334956634,-227.033451723,394.8995056152344,-260.0,-79.4334956634,-227.033451723,-0.26,134.9,2017.667,7.50709,0.1728,0.416,1821.0,862.0,0.26805,0.0592,0.243,37.9,11.3,2.33809,0.08724,0.295,10.4,3.3,-1.1376,0.0127,0.1127,0.3206,0.0365,0.4047,0.0593,0.2435
